#{"t_start": 1777901893.9573681, "env_id": "None"}
r,l,t
808.972554,63,185.968121
225.00759,84,186.07629
1460.129567,77,194.052365
-433.004777,46,194.107131
2603.442568,121,194.252199
2419.096191,110,194.380543
2257.559931,102,194.526885
1663.77946,69,194.608046
-202.15513,58,194.677494
2338.380385,81,194.776315
3778.228927,144,202.954009
1001.307075,41,203.031375
12.127197,78,203.188168
-375.368883,46,203.263295
1753.187146,102,203.447778
2101.630632,106,203.621913
-276.763966,55,203.687506
1772.719608,70,203.769525
1840.807198,76,210.806129
3337.296504,145,210.970912
-435.664107,36,211.017169
-140.183734,50,211.075978
2612.001511,105,211.195355
2433.752837,114,211.336188
3054.922213,158,211.527686
-657.342095,28,211.564188
1211.909153,42,219.55721
2004.982132,100,219.675457
2294.094276,89,219.784039
-304.341353,49,219.846416
1484.163893,74,219.942831
1304.168956,45,219.997762
1800.552513,105,220.130508
1929.007,87,220.232154
2518.146266,125,228.015513
3431.892453,149,228.272402
1816.08535,71,228.380983
1095.25694,70,228.48752
7.875686,68,228.599687
-475.475418,50,228.67939
3317.164173,123,228.901928
1317.093252,46,228.983099
1563.276289,62,236.410797
341.525502,68,236.491259
-781.136055,33,236.531844
1642.976572,70,236.62669
-665.175716,27,236.658326
2296.018576,155,236.852097
1486.733966,53,236.911771
635.460655,82,237.006592
-702.74385,28,245.023814
1198.629585,68,245.118074
846.314357,45,245.17135
1349.932726,64,245.255249
272.70134,75,245.342929
1352.778934,50,245.403444
1939.059497,102,245.527793
-352.448887,48,245.582308
1614.073389,49,252.662011
2513.286134,105,252.787897
-746.191127,28,252.822319
1499.099523,121,253.020281
1866.378808,71,253.138592
2434.016362,142,253.372205
1889.153195,68,253.501961
2245.771259,123,253.690886
2318.440238,91,261.645807
-215.978682,70,261.753169
1233.682689,53,261.824892
1864.472717,81,261.921632
2482.658407,158,262.129544
1133.637164,49,262.189502
2670.423815,122,262.335867
-203.231313,74,262.423432
2631.031041,130,270.568282
2803.104898,106,270.689706
1696.158656,134,270.856646
1690.195781,99,270.972335
2219.270695,106,271.097733
1497.354833,77,271.188105
3397.809083,133,271.356333
2371.503745,82,271.452549
2804.141745,145,278.713369
1547.61465,67,278.813118
-209.348169,44,278.862957
-152.874575,66,278.940931
2454.221878,124,279.092512
2872.966461,122,279.27254
2990.064493,122,279.477231
2275.692663,86,279.61354
1656.291707,61,287.64061
1266.509931,48,287.700633
1700.736224,90,287.811262
2898.243667,189,288.035883
2943.430617,140,288.200291
-516.727449,39,288.252381
1421.802078,50,288.308947
-523.17114,32,288.347862
2265.918202,128,296.420582
3245.738093,149,296.604738
1274.182521,106,296.727216
-739.555147,51,296.804715
-692.922788,24,296.833762
2268.170068,131,296.992806
1914.995188,85,297.094888
1229.850554,73,297.180408
-437.958091,39,304.372722
2634.204596,101,304.490147
-465.689626,33,304.526753
2283.382885,89,304.627738
2671.127083,133,304.785181
-320.565343,46,304.838789
2050.511269,84,304.933297
2610.941659,137,305.106935
-189.185599,47,313.220116
1600.284624,95,313.3305
1719.767729,63,313.403766
2069.220513,72,313.498327
-614.54331,60,313.572934
2207.640547,75,313.665049
2587.577943,125,313.815483
-258.312343,44,313.865393
1253.266238,113,321.986452
3116.229858,171,322.204218
-358.53653,41,322.254279
3631.265786,154,322.439221
2974.883446,182,322.649013
2120.395463,89,322.752992
2305.33499,110,322.878115
1948.856403,75,322.970505
3636.311375,274,330.496204
408.129197,150,330.673824
1846.481439,85,330.775422
2090.824179,80,330.869092
3679.142735,225,331.136001
-399.194604,37,331.181915
1871.018511,90,331.294974
1495.677123,83,331.399786
2925.582606,149,339.632726
3148.471618,142,339.798717
1580.445791,77,339.910452
1192.157523,53,339.976691
2321.976435,108,340.102178
864.742595,64,340.178004
2609.354987,118,340.324749
1134.290192,88,340.434045
1885.902787,66,348.595458
2221.654271,122,348.738075
1593.735816,63,348.81872
-637.808294,28,348.850454
3201.835771,179,349.065403
2014.937376,127,349.223252
2357.659204,94,349.347022
-746.283031,23,349.377861
811.99716,61,356.580293
1359.118783,68,356.682916
2822.279047,109,356.809055
1989.078984,127,356.961438
-55.013997,56,357.026218
-531.2002,49,357.083457
2003.223703,76,357.171055
1523.574364,123,357.320479
2266.942099,91,363.644506
-689.608208,33,363.687371
1186.892878,66,363.767594
1447.693109,56,363.836272
2964.95664,151,364.009898
2154.918441,127,364.183731
-294.005957,41,364.233533
1499.960882,132,364.388056
-210.459884,47,371.436835
3018.96549,111,371.570863
-519.485531,44,371.624734
-392.08904,57,371.697833
1578.106561,98,371.818146
941.064839,72,371.901567
-414.13969,56,371.966363
1512.773744,72,372.05452
1726.41317,71,380.154085
-805.594407,24,380.182554
3369.282013,129,380.338079
-883.739365,22,380.370351
2647.463603,131,380.521732
1639.066171,159,380.706462
1531.697307,54,380.770177
-190.642773,44,380.821547
-6.601456,67,389.044558
1361.013815,50,389.104005
1163.27317,106,389.235851
-200.388121,105,389.359492
-753.894905,27,389.403617
3370.720357,148,389.574908
-533.698367,36,389.618805
1669.399806,64,389.69194
1793.437689,67,396.809803
3437.542777,138,396.976634
1488.028106,62,397.045176
149.236089,65,397.128904
2529.50308,117,397.26621
-326.001197,50,397.324932
1486.726716,63,397.397594
2028.742012,80,397.494429
-780.006414,52,405.549373
-757.93754,27,405.58107
2063.325189,99,405.698021
1367.796733,59,405.768327
-284.514824,54,405.830944
-827.391746,32,405.869755
-694.823028,31,405.912989
1328.190883,39,405.961392
3846.460352,205,413.958092
2992.598935,163,414.227479
1746.756578,67,414.35686
1226.635192,49,414.439628
1345.917173,62,414.552601
1731.166988,72,414.697239
1361.587769,68,414.842474
1348.137725,87,414.977013
3539.540674,199,422.226279
238.245312,66,422.314281
3114.61962,157,422.501885
1325.275908,57,422.568434
3306.577991,167,422.765943
-926.572715,20,422.788589
1322.29853,111,422.918005
141.073117,65,423.001762
3091.248469,170,431.180814
1111.521436,78,431.275236
-234.787325,45,431.330213
-797.467156,26,431.359394
-795.602932,33,431.397092
-391.485784,44,431.454263
2528.544898,154,431.631279
-796.286881,27,431.661553
1720.434651,120,439.402901
2021.988109,101,439.566531
1814.534888,105,439.724995
1840.668238,80,439.866152
1205.01727,117,440.047127
1620.086754,49,440.11781
1232.394994,98,440.303406
1388.90653,88,440.476709
1337.566246,68,448.024478
-669.062273,38,448.070463
1187.251359,61,448.138149
-270.669589,58,448.210087
2726.568113,125,448.363133
2348.965773,79,448.454349
2716.268474,163,448.651028
-697.159488,40,448.713766
3055.156647,156,456.8762
1999.400698,83,456.977294
1812.202859,72,457.063393
-109.49639,55,457.12569
1550.423909,80,457.238535
-352.041524,55,457.304598
-747.64724,27,457.33807
-654.352118,25,457.37004
2898.546529,137,464.734998
-169.575524,45,464.804255
3317.532469,132,465.031873
2159.365113,127,465.238184
31.62544,70,465.357268
2651.576012,105,465.521342
2484.210634,124,465.735966
1413.126139,48,465.810705
-762.913194,32,473.505354
1789.725274,74,473.592299
-609.191814,53,473.653231
1976.413938,87,473.759764
-229.4832,46,473.815002
2205.312304,83,473.91094
3083.595183,145,474.103338
1234.872919,53,474.162285
-270.356081,48,482.34685
-483.663576,37,482.392824
2785.066029,124,482.553041
-730.648868,36,482.597606
-379.482149,72,482.688967
1920.140695,92,482.795038
3945.531675,188,483.023099
1425.596438,41,483.071063
2691.56466,136,490.387479
1872.60603,82,490.482109
-487.719416,37,490.526129
2243.177969,92,490.642082
1776.276537,91,490.744863
1285.83029,94,490.868953
1928.476529,80,490.964053
2205.914004,91,491.112566
-1115.659422,44,499.207873
1920.788755,77,499.312355
