Time,Longitude,Latitude,Altitude,Roll,Pitch,Heading
819.142,32.99082446,40.12620523,3686.44711,3.097437428,-0.005786877774,181.210656
820.142,32.99108525,40.12595528,3677.70112,7.552678896,-2.590210505,183.6673385
821.142,32.99131994,40.12570107,3669.997935,6.900571281,-5.133012239,188.8942637
822.142,32.99152767,40.12544172,3661.423996,4.664141524,-3.384625965,194.0092421
823.142,32.99171243,40.1251806,3652.217158,3.843140833,1.654327526,198.7831755
824.142,32.99187939,40.12492429,3644.660596,4.531991451,4.619307735,206.4660455
825.142,32.99202797,40.12468046,3638.891566,4.76610088,7.362158454,209.7713243
826.142,32.99216607,40.12445223,3634.490255,4.857854226,9.785137326,215.744311
827.142,32.99229851,40.1242423,3630.658976,5.075242499,10.14383239,223.460485
828.142,32.99242633,40.1240529,3625.724967,4.662003248,10.25044567,225.2469483
829.142,32.99255564,40.12388039,3618.579274,5.012029098,10.15144122,230.1909808
830.142,32.99268647,40.1237258,3609.912236,8.401866071,8.386750862,235.9507427
831.142,32.99281543,40.12359202,3599.834933,8.396133834,7.450525733,237.1060828
832.142,32.99294392,40.12347556,3588.519857,8.7412761,5.612052679,240.9070012
