#{"t_start": 1777903206.291314, "env_id": "None"}
r,l,t
1736.617796,161,477.627213
-530.362218,64,477.837149
1231.027814,128,480.179011
-1156.455401,19,480.236584
1503.23508,128,480.599478
-945.312396,21,480.661474
-1192.651059,33,480.762937
-664.365191,58,480.939291
-1030.461808,119,481.296702
2910.04118,215,481.948503
-1067.131245,40,482.072836
2878.470677,195,482.622598
1130.608194,146,483.071014
966.479101,134,483.466309
2834.665024,191,484.053171
2202.443245,127,484.430529
853.073563,92,484.696462
-1056.219514,43,484.827595
-829.930588,20,484.898883
-1037.020967,82,486.019954
1286.955626,102,486.343287
-1017.601931,45,486.48609
-734.741507,52,486.655294
-374.28239,54,486.897623
360.698457,264,490.452924
-1155.18607,45,490.594226
-1449.867591,38,490.70404
-1107.455919,49,490.856709
-1028.718257,45,490.982458
-1190.619377,67,491.181211
1551.659394,125,491.562473
-443.702906,67,491.761891
-633.90108,42,491.878323
2217.411261,126,492.242762
2320.011983,136,492.668081
-530.992432,71,492.87993
3564.564129,358,493.941208
-893.303645,117,494.282732
2946.242351,186,495.68665
2899.56619,178,496.212952
1670.761529,124,496.572627
-855.485168,42,496.70537
1780.22386,218,499.249759
1503.016242,141,499.673561
-967.433861,40,499.7992
3766.785868,208,500.655916
2993.442672,179,501.43978
2735.253059,144,502.066441
-910.282404,21,502.165969
1805.133822,175,502.980726
2880.354551,192,503.733219
1840.774763,163,504.224208
1216.368526,100,504.526851
3030.778852,188,506.209455
3026.504383,178,506.75769
2616.211701,141,509.078488
-324.305272,142,509.542163
250.494322,172,510.047961
-1122.686217,34,510.145519
-823.600051,32,510.236099
2463.723773,138,510.660676
3165.278104,174,511.146036
-1446.768338,104,511.462687
-1034.988313,103,511.761071
-551.778196,167,512.246333
2943.267126,174,512.767317
-884.274601,107,513.078949
-848.448597,28,513.165873
3118.871104,158,513.793574
1820.043349,135,515.874725
-3997.477378,1416,522.329297
-677.094191,40,522.442105
-1056.705948,22,522.52182
-1494.267157,60,522.70127
2723.234642,179,523.237429
-977.921533,27,523.330541
2406.200535,125,523.694935
-997.406745,62,525.043734
-459.636809,37,525.155787
938.051422,113,525.535998
2458.548127,183,526.067413
1606.976469,164,528.959788
2989.842115,174,529.78467
-1402.085324,87,530.212972
-1005.362072,37,530.348408
-171.561732,57,530.514472
-314.288099,90,530.795248
2447.26609,137,531.213337
-944.132503,24,531.284966
3182.391585,155,531.754472
741.465206,95,532.031064
2015.901367,127,532.399571
1583.924042,115,532.765477
-1329.96522,43,532.902838
1507.421887,104,533.216952
2255.304648,155,533.675542
2552.683625,204,535.194767
-1550.087364,55,535.352931
590.130651,113,535.680558
2183.88806,141,536.120129
2981.259001,183,538.541135
-1275.326758,58,538.71576
3343.76669,223,539.391997
-139.299516,70,539.591785
-805.138199,49,539.733879
-686.168215,27,539.811766
2758.896625,157,540.330198
-895.194151,87,540.717107
3490.68281,210,541.63215
-642.638331,32,541.752801
-151.155587,90,542.120107
-1333.619134,32,542.262172
3096.302473,182,543.087902
2817.998053,163,545.160021
-888.500618,33,545.278242
543.056787,92,545.570244
-1112.606681,33,545.662322
2967.629039,171,546.167975
-654.044531,72,546.396115
-1147.620859,108,546.708287
1578.187879,149,549.186871
-351.531217,38,549.291518
