#{"t_start": 1777893224.684507, "env_id": "None"}
r,l,t
2522.698157,110,394.230475
3585.240177,136,396.778908
1645.428547,73,397.028339
-646.506523362.267402,164,397.595353
1657.341652,77,397.842278
-170.504354,56,398.048431
1379.002549,115,398.481698
2509.815015,113,398.924601
1096.715251,79,399.154138
1717.090333,81,399.354266
951.584895,59,399.50376
3207.888258,161,399.914486
2653.087984,146,400.266964
1683.121082,79,401.468961
2698.124542,114,401.769279
2936.574296,126,402.08523
2486.858286,102,402.333512
2717.753258,123,402.640432
2333.248236,91,402.874729
1341.041456,69,403.041983
1155.31736,64,403.200818
2557.914118,113,405.477982
285.494127,536,406.841531
3399.411069,150,407.237027
2811.5926,108,407.511291
2174.93827,109,407.784708
1904.317781,125,408.109213
1876.867909,69,408.282482
3246.398164,135,408.621855
-354.903543,56,408.759691
-644.565367,31,408.835521
-636.47365,62,409.003403
1328.187865,47,409.192319
2253.642706,96,409.520725
3356.936652,165,411.232924
1469.038631,97,411.583326
1915.736071,89,411.935337
2590.599135,132,412.353674
2864.126221,110,414.563845
3441.075115,166,414.97892
1179.943266,51,415.102044
-487.512571,34,415.189662
302.318147,79,415.397346
130.791844,57,415.544524
1796.432995,73,415.727583
3054.719221,140,416.082569
2482.12558,129,416.413486
2010.181432,95,416.655356
1642.680236,80,416.848206
2809.19539,127,417.159309
1893.148356,80,417.359672
1228.599252,55,417.51569
1990.052049,70,417.698027
1559.673043,59,417.852845
2287.959952,110,418.12374
1316.702042,76,418.310742
1502.61737,71,418.496529
3498.325355,168,418.915512
290.898616,77,419.101985
498.627253,81,419.298529
2305.487184,92,421.492072
2124.96843,134,423.043993
3767.166923,160,423.581111
2944.056318,125,424.017659
-820.356688,30,424.115611
1219.167189,67,424.362137
1584.037412,74,424.625666
1801.696985,73,424.917634
1627.514479,62,425.150812
1915.228302,73,425.390398
3367.220883,120,425.691458
1694.77684,68,425.87554
1202.002708,42,425.975196
876.180212,55,426.115171
-239.998061,47,426.225651
2109.441692,89,426.438255
1708.776436,77,426.629559
1961.872144,89,426.846682
2216.443403,111,427.136
1351.69228,52,427.265937
2116.354936,94,427.495491
1267.918438,53,427.630277
1413.079305,68,427.795688
2687.083928,107,428.07688
3045.779213,160,428.465603
1754.370726,85,430.682425
3132.632699,155,431.073601
1308.815121,109,431.334628
1488.100216,52,431.456835
-923.956699,27,431.521476
1796.823676,132,431.853572
737.730696,87,433.061061
2182.406881,110,433.335786
2082.079444,79,433.531317
1961.276003,100,433.781496
2299.021493,116,434.095109
-535.718742,45,434.215592
3580.604503,171,434.63413
2425.415148,110,434.904375
1352.750547,123,435.21628
266.976859,84,435.494622
2880.607089,115,435.908955
2189.000408,96,436.22643
2592.036668,117,436.657148
2712.031156,128,437.100662
1609.397234,85,439.763226
1880.533349,68,439.929667
3335.496039,133,440.250473
-160.335669,74,440.425519
1767.948608,61,440.603558
229.943167,104,440.858345
-684.154685,28,440.926041
2024.288091,78,441.116715
3602.90191,161,441.503508
2248.199617,111,441.793188
-19.895153,76,441.988807
1300.016117,60,442.99668
1943.101275,96,443.228852
3214.309039,210,443.754754
1477.57321,96,443.992001
-210.690412,70,444.161213
1803.78066,101,444.401855
1370.208611,99,444.643918
1972.381972,79,444.855076
1674.591408,121,445.152201
2650.493652,113,445.419487
1985.930005,119,447.737843
3724.554076,165,448.150809
1311.217616,131,448.478565
2397.043665,93,448.815004
2351.212215,100,449.164546
-333.6666,43,449.308152
1793.294055,125,449.731359
-446.087546,58,449.923261
-419.783186,47,450.102287
1969.667384,80,450.361125
3114.088201,158,450.932714
3348.779145,135,451.531606
3246.756433,153,451.979632
1420.097175,57,452.119089
3525.861064,212,453.572322
1524.240039,63,453.729643
1356.893057,76,453.916057
2213.193855,100,454.166188
1262.240362,37,454.266262
1492.304345,48,454.392466
-242.422436,47,454.510239
1324.736192,61,456.6296
1870.858119,93,456.852113
2438.157437,96,457.091499
-338.319941,44,457.200357
3140.707661,118,457.507056
2376.889791,124,457.81333
-218.322469,63,457.9692
2274.139334,99,458.215505
2309.056395,95,458.465293
1251.429422,120,458.761072
2243.944334,109,459.029335
2154.858071,113,459.306654
3110.536279,146,459.683138
1700.537624,62,459.836302
2741.251399,120,460.133676
-915.167803,29,460.207419
2339.478987,104,460.465212
2679.425996,201,460.991725
459.562975,79,461.188486
3678.383674,200,463.217149
-727.055715,33,465.702057
2393.781159,112,466.002814
2719.118126,109,466.275408
-766.836762,26,466.339358
1861.716377,108,466.615223
-590.703691,56,466.750953
1320.096615,88,467.015556
2849.605318,103,467.280207
2317.511569,154,467.668385
2693.832242,125,467.987544
1895.437254,72,468.159705
1534.36021,69,468.333598
2067.527517,131,468.654792
1653.474756,110,468.924222
-780.001897,21,468.988729
2760.396498,151,469.356233
1655.93185,77,469.548616
209.801747,62,469.715456
2969.850258,121,470.047974
2039.182136,87,470.258707
2423.25858,111,470.534463
-623.590083,66,470.701466
477.547504,90,472.951508
1581.431006,92,473.197483
3410.209547,169,473.610632
-328.31798,60,474.509711
3023.117763,134,474.912944
1600.166687,69,475.156569
3013.300516,129,475.610747
3561.577938,134,476.066507
-38.410158,55,476.247162
1851.361019,90,476.573094
2209.756471,80,476.847236
2532.078002,108,477.233992
-242.494075,50,477.439346
523.976747,102,477.835208
3221.402625,162,478.245503
1797.925041,72,478.428452
1859.153591,64,478.595056
2208.764882,103,478.854169
1503.585848,72,479.040441
1305.25923,109,479.306164
-553.131235,31,479.381127
3058.71298,149,481.737745
1987.385325,67,481.905601
3524.163088,144,482.258072
1753.535903,133,482.584456
2240.682108,80,482.794953
1607.022573,63,482.943407
1267.226403,56,483.085775
2554.040612,107,483.344707
1944.819031,70,483.510088
1263.449133,51,484.890194
1427.008156,61,485.04219
1297.05201,70,485.209569
1256.732355,79,485.40432
2114.046488,98,485.650724
-734.382094,32,485.723831
3214.481174,150,486.102094
3028.915075,142,486.460589
1191.30615,37,486.54968
1748.589076,74,486.734474
3262.175411,146,487.115179
-633.040469,29,487.193699
1645.108503,91,487.41599
2308.60985,89,487.634512
603.761897,76,487.828486
1680.516987,77,488.138154
3366.969431,170,491.276654
2159.933231,91,491.512461
2985.292207,104,491.780344
1122.18422,72,491.96068
143.737944,68,492.123588
107.270591,75,492.333843
1741.803583,75,492.523121
1337.757901,47,492.633237
1983.31858,65,492.792571
1359.181253,78,492.97749
2112.587079,119,493.28101
1484.235872,63,493.426706
-773.939095,30,493.509053
2898.700535,131,493.820266
1727.3729,68,495.063381
2690.451975,106,495.345786
1135.12126,84,495.564787
502.990833,86,495.778378
1464.660401,56,495.917772
2839.254271,114,496.197929
1302.719585,65,496.370367
-521.876431,38,496.466526
1409.417007,81,496.674999
1216.159446,37,496.77043
3376.759762,132,497.098705
3988.039563,159,499.422946
1186.6997,134,499.767017
2167.740947,113,500.045419
2462.854121,95,500.280437
1418.269859,48,500.39359
2698.469529,104,500.669407
2126.975102,85,500.906265
-362.700047,61,501.160125
2936.319719,133,501.646255
1906.70336,100,501.99551
525.374401,114,502.401123
3615.832262,178,503.00441
-786.473644,21,503.09877
2397.196599,89,503.417395
2099.437755,93,503.754273
1269.538498,82,504.076904
1610.534517,69,504.266141
846.009931,63,505.734359
2286.693135,96,505.99214
626.897284,81,506.193092
1949.031086,67,506.357166
1200.507309,36,506.447683
3086.053062,152,508.759829
3421.230204,150,509.148964
3280.792172,165,509.554108
2125.447562,95,509.782197
2607.018181,110,510.063959
1596.902848,49,510.179207
-322.947373,55,510.320881
1491.750747,103,510.566415
-806.065167,22,510.628914
2353.881929,111,510.899898
1432.904089,60,511.053889
3049.827446,147,511.428161
2240.475465,91,511.672802
2451.750628,90,511.900609
2570.659434,123,512.223932
1586.414277,66,512.393116
3530.220069,162,512.793173
1327.657714,45,512.903899
2283.786587,107,513.186468
1469.735917,83,513.387598
2590.135465,103,513.638107
1307.717236,53,516.256002
3676.421431,177,517.990292
2046.590382,114,518.275968
2206.084161,98,518.538515
1701.389988,79,518.727026
1750.164831,138,519.062246
-146.509886,66,519.221488
2108.491433,77,519.413377
3473.029835,137,519.77594
-647.187371,28,519.848321
2753.793353,111,520.11821
1211.52525,42,520.224528
528.273114,84,520.43427
1628.162771,101,520.706351
239.061828,84,520.909894
3482.40747,172,521.334972
1426.668166,60,521.481032
2042.553818,85,521.711154
2176.498002,84,521.918912
1669.650715,71,522.113641
1691.735814,74,522.306319
3186.023962,142,524.689436
2205.518606,132,525.034039
3024.479484,124,525.340446
1475.454123,47,525.462744
2412.860652,84,525.663297
-777.136359,35,525.763006
-546.912009,39,525.873193
1253.444523,52,526.928773
2136.903219,106,527.199188
2569.533234,110,527.590497
1728.176297,67,527.819611
-856.395012,44,527.985655
1910.197484,160,528.535431
3265.573596,133,529.024129
2511.126494,97,529.34983
2077.933657,92,529.692359
1431.406547,60,529.912445
2365.218747,87,530.265538
-829.071491,21,530.345489
-629.151706,28,530.448042
3241.873783,124,530.814581
3916.929987,181,531.278557
2502.677549,92,531.50575
2741.97961,112,533.896599
-545.905358,34,533.992097
1927.789608,74,534.182566
2051.012901,78,534.391248
2363.353356,123,534.701493
2087.806644,85,534.907089
3545.589492,142,535.260517
-726.713011,26,535.340387
1596.785972,89,535.569228
1969.672172,82,535.767332
3353.566109,124,536.076566
2096.565359,104,536.346035
1770.293778,70,537.806902
1766.446828,66,537.969692
3377.451743,140,538.312201
-762.398363,23,538.366472
2628.632448,140,538.722717
2059.561996,85,538.939947
-675.291685,37,539.027548
-481.918711,38,539.127891
1536.923431,48,539.242177
2917.24103,156,539.64743
789.072367,46,539.757548
2735.8528,120,540.049467
-793.382849,21,540.103551
1293.156665,60,540.250017
-469.153536,38,542.772129
-432.149555,58,542.982311
472.160759,78,543.305408
281.010915,98,543.695189
1275.980269,39,543.786846
1302.783143,71,543.9654
1487.370423,87,544.18635
3366.827102,153,544.560306
2294.758634,107,544.839173
3032.173691,129,545.151636
2342.946679,87,545.355025
2275.564429,76,545.546421
3022.421523,135,545.891015
1366.056395,60,546.044122
2494.040338,108,546.315748
2538.440714,115,546.59843
2534.048866,109,547.869793
1263.509706,44,547.977277
-94.732916,63,548.133822
-137.042384,47,548.250094
2401.767977,137,548.592081
1469.308036,53,548.718017
111.063666,62,548.891001
-20.426788,63,549.038988
1698.465041,60,549.19454
1591.762642,66,551.345649
3470.942022,163,551.744825
1638.787778,91,551.977067
1744.019848,89,552.205832
2831.331612,147,552.568008
2138.013201,97,552.809786
-421.529901,43,552.914912
3036.056899,135,553.267079
2976.913375,133,553.627851
1601.766054,86,553.959957
819.77441,54,554.183135
2458.088229,84,554.45713
3134.044692,140,554.933323
737.825344,87,555.255648
1525.047756,52,555.422354
2796.852281,141,555.930954
1438.138959,44,556.088218
2530.887345,136,556.606031
3689.034751,160,558.051265
-579.383554,34,558.137305
2997.999678,132,560.544076
3185.519298,120,560.842548
2439.983534,101,561.092265
-944.517446,25,561.151289
-642.013207,32,561.230712
2403.022795,112,561.520001
3209.14696,138,561.867368
2083.217326,106,562.13058
2406.604345,86,562.336075
2895.215036,105,562.607479
1648.707437,62,562.766926
98.892238,61,562.910937
2651.050862,137,563.247052
2214.873007,87,563.464071
2627.682734,119,563.779968
1275.364637,62,563.93283
2412.866921,89,564.170075
2019.396031,76,564.357729
-570.376871,59,564.503399
1056.248953,51,564.647953
2656.606876,101,564.902785
1320.634655,75,565.08321
1720.190697,107,565.353015
2983.729378,129,568.050103
1185.743547,38,568.179494
2956.372227,111,568.537112
2353.922848,107,570.358424
354.209594,102,570.616308
2207.159822,127,570.925842
1965.242544,133,571.271726
-462.374219,41,571.380116
2324.085009,99,571.61334
1883.627124,90,571.839923
-224.761724,48,571.964614
2523.230686,108,572.24509
2315.795032,84,572.449449
-393.617885,39,572.542798
3105.937297,152,572.917275
2498.175194,114,573.215515
-523.755238,53,573.348813
-312.198768,48,573.465754
1375.157887,80,573.662213
2154.723079,97,573.893989
1967.182181,83,574.106196
2087.892592,72,574.301058
1457.037837,48,574.442014
2843.589904,156,576.773823
3037.714848,144,577.131247
2727.209479,105,577.405284
1214.201853,37,577.493442
3590.363107,154,577.881114
1485.849535,63,578.030696
3554.110929,133,578.378474
1268.051574,43,578.491211
2372.974881,105,579.816666
2259.226087,85,580.028644
1670.458907,70,580.272502
1762.445875,88,580.602038
-295.231364,50,580.777659
2086.708178,98,581.103419
-550.1801,39,581.228733
3832.885489,200,581.912615
1294.170185,84,582.19126
2478.053405,107,582.604734
2062.603277,72,582.892233
-839.232582,40,583.035364
1969.811587,66,583.290744
3120.52752,116,583.621114
867.686834,49,583.755774
-784.270227,34,583.845171
2113.552243,108,586.040568
-193.180718,51,586.167085
2885.141418,132,586.488775
2835.483733,136,586.856513
-490.292764,45,586.968309
1866.974537,86,587.188721
1319.326398,86,587.401394
1328.535005,85,587.610685
141.691988,70,587.785666
-577.453762,36,587.886671
1416.342705,114,588.168049
2602.27418,97,588.409611
1801.44052,90,588.63478
2983.577622,156,590.001327
3457.907721,151,590.382579
1144.167724,61,590.527519
2899.678795,144,590.880596
-389.77015,52,591.028021
1764.847439,67,591.193738
3555.05218,163,591.591741
2415.602715,92,591.818155
-574.652463,41,591.915493
3056.874677,141,594.532779
2970.24304,148,595.037265
2855.162356,129,595.541
1658.247672,96,595.91574
1228.164207,45,596.096629
2272.703415,82,596.429461
1888.853149,91,596.723398
2452.728909,105,596.990125
626.95284,91,597.215168
2416.01176,101,597.479768
354.092221,97,597.723129
2559.837243,130,598.042004
2724.216148,136,598.373364
-43.293384,67,598.558739
1696.301795,73,598.732887
2823.763762,128,600.081618
1890.452904,73,600.260052
1840.526005,92,600.495166
3210.113821,-1561.665211,1200,603.329679
1246.873568,46,603.444733
-530.870599,33,603.529654
-535.877275,48,603.642077
1505.736842252.647748,80,602979.087832909.726724,155,60-83.4529561523.828295,76,62454.1448791993.905642,115,3237.511486,2600.354777,120,1477.080123,1807.586885,93,605.209749
1308.724221,49,298.096121,3331.083575,177,605.801344
3067.592063,153,606.19951
2771.740582,99,606.447816
1891.024502,76,-1439.243708,1200,612.996351
2515.820518,118,613.302255
1193.322292,44,613.406777
1184.890034,61,613.551542
2322.850651,84,613.764292
3862.61539,165,614.16652
1325.401688,77,614.373313
1674.182708,54,614.513862
-786.80693,29,614.584225
2978.729744,191,615.073264
1089.940193,60,615.223934
1739.881588,79,615.43719
2948.509736,121,615.735986
2078.411213,94,615.971749
1560.718114,100,616.225326
3375.813876,155,616.653212
1267.393386,80,616.849442
-479.715032,44,616.958917
1791.093858,81,617.16354
1368.940099,47,617.274378
3232.396149,158,619.786607
1766.465016,77,620.015574
2136.550111,80,620.310031
1678.0302,65,620.543267
1185.603495,48,620.727813
3492.364378,239,622.840309
2154.682761,90,623.198152
1629.854561,108,623.477943
-626.33254,37,623.563251
1717.13046,100,623.810835
2019.113519,76,624.015379
-114.18364,62,624.164724
219.302436,77,624.357617
1767.81227,72,624.531276
2264.920474,75,624.721536
1985.250938,121,625.032712
2879.523804,150,625.397034
1788.562573,67,625.57134
2821.78633,137,625.906056
2240.265754,99,626.170091
2770.412746,109,626.444303
1709.269474,138,628.825368
3541.577778,149,629.199383
1721.033845,121,629.497357
2125.981834,85,629.713306
2686.434985,111,629.980189
3123.270253,121,630.289815
1137.631567,42,630.399614
1470.898195,65,630.561941
-317.998291,50,630.686306
2399.882385,81,630.878895
-432.736768,57,632.127209
2494.755238,128,632.459974
1804.619838,81,632.650195
2634.366687,129,632.963794
424.489709,76,633.152799
1904.173209,113,633.561285
635.77132,97,633.90389
1511.034283,81,634.17016
1559.951479,61,634.3979
3218.612947,133,634.838356
1755.87668,82,635.102354
2297.569273,110,637.89383
2045.410743,79,638.091129
1455.403628,52,638.21909
1869.782134,81,638.423894
3280.012618,122,638.736635
2979.186503,114,639.019176
2233.277782,117,639.306922
3712.697588,194,639.797107
2243.025571,100,640.041119
123.856771,71,640.205812
1729.734454,81,640.412309
-254.123633,53,640.557047
1989.53071,81,640.770573
2559.337462,122,641.067417
1959.107876,84,641.263643
3288.991694,143,642.75422
-812.551313,22,642.804796
1470.239494,93,643.027424
1505.057493,78,643.217471
2339.430587,102,643.479865
1743.564759,95,643.705928
582.292906,101,643.967961
1402.357978,51,646.121832
-715.496349,22,646.17638
2960.141957,124,646.519183
2915.839296,122,646.980991
332.435841,71,647.23836
291.250143,75,647.486932
3016.329639,141,647.968672
2605.391409,104,648.325598
2989.226277,108,648.690898
1868.883811,80,648.973899
-714.069059,35,649.100687
1808.578518,114,649.551998
-389.004812,38,649.694495
1205.803061,54,649.85727
1943.115127,78,650.083616
2201.569503,79,650.289943
3459.049751,174,650.725091
1854.524776,60,650.863054
1441.049752,73,651.043886
1387.141088,68,651.217506
2996.525975,120,651.507831
1840.176539,85,651.71935
3270.170849,148,653.107245
-199.023416,60,655.265644
3470.165386,168,655.692971
1348.402963,45,655.802043
2254.931281,85,656.016256
2172.209886,104,656.264981
-608.234356,41,656.369395
1913.9488,77,656.573111
3749.961378,138,656.920185
-593.802052,30,656.990656
3054.849945,145,657.353292
2598.564441,116,657.67101
2711.806432,151,658.051708
1432.982327,83,658.260171
1266.211686,76,658.473845
2070.307706,68,658.653329
1618.354215,107,658.917187
-279.892627,53,659.049956
2961.839094,148,659.416644
3490.540057,177,659.934119
2773.558623,147,660.477884
1829.415004,105,663.295831
2891.202783,114,663.578701
3526.949878,145,665.179409
-546.059008,34,665.261092
-294.629989,48,665.384854
2522.112989,143,665.736748
1896.942479,101,665.992714
1188.342071,38,666.090682
1226.922862,80,666.275693
1190.729921,55,666.420198
-91.205771,53,666.546733
1308.242727,58,666.693773
1199.983084,62,666.840026
2739.352992,125,667.158242
87.698949,58,667.302759
2698.406938,146,667.660831
1343.89878,78,667.84355
2348.206835,91,668.087381
1484.442372,73,668.26561
1114.264404,43,668.36644
-764.883605,27,668.433242
2564.501658,91,668.665447
2346.370142,85,668.90036
-523.689166,37,668.987801
1768.116476,70,669.179359
-756.434177,29,669.251839
-371.181687,48,669.366865
15.915047,80,669.578655
1642.443095,91,671.83135
2901.655669,113,672.113235
1192.134662,45,672.235781
3093.428829,162,672.642415
-764.529128,34,672.733196
2376.993396,111,673.040807
1185.025038,50,673.23167
2433.193784,93,673.553962
2359.35924,91,675.460351
-127.689992,65,675.709694
3350.676839,162,676.303946
1364.455216,127,676.642004
-625.012302,27,676.706885
1756.163081,105,676.975602
216.508535,74,677.162176
3202.810329,117,677.45479
1759.021634,57,677.60763
2818.319344,112,677.886484
-38.677017,64,678.044003
2873.881667,211,678.575077
2848.820389,122,678.910402
2753.921015,109,681.151585
-703.616403,29,681.230538
3027.583543,111,681.506859
1148.937848,61,681.652833
2001.663903,86,681.885286
2737.529281,130,682.209322
958.94853,54,682.337534
2109.25078,110,682.611727
2178.635028,86,682.847335
1491.905351,96,683.087014
-926.711383,26,683.150844
1684.747593,56,683.292749
3272.101436,154,683.672973
3159.135102,126,685.150418
1747.421015,76,685.341059
1441.731048,65,685.495972
-530.769144,33,685.577841
-559.491224,46,685.700626
2008.457548,81,685.911309
2648.048339,122,686.21544
3947.374511,149,686.745317
2250.573587,91,687.068695
2768.670357,129,687.493351
2039.527146,72,690.326913
1662.781725,63,690.489737
1159.279797,50,690.61612
2819.427997,121,690.916831
1484.323728,68,691.091147
2403.632267,109,691.375408
766.407401,386,692.34734
3041.926798,147,692.709244
2217.843658,109,692.982548
2395.15936,138,693.32493
2646.929689,114,693.618561
-815.15443,24,693.685273
1955.356464,74,693.862806
1388.946351,110,694.135313
1816.812904,76,694.324306
2636.401941,118,695.673475
2490.501118,107,695.938745
-837.089601,24,696.003502
1642.705867,113,696.282389
2749.844653,114,698.488583
2382.958899,133,698.832008
-402.581386,41,698.931022
2958.689972,128,699.243882
2793.353012,105,699.506521
2475.509009,106,699.911545
2255.011229,112,700.28897
1304.775384,46,700.440399
1842.675946,88,700.736935
3475.26897,165,701.319921
2488.146856,99,701.649546
214.319563,83,701.996317
1229.402132,52,702.169403
-612.901589,46,702.350215
1710.050205,73,702.677259
1464.078212,118,703.024434
-144.328922,50,703.154066
3062.642543,122,703.455801
3520.193386,192,703.936679
3450.913767,159,704.33713
2138.994386,89,704.558806
2062.054335,81,707.668565
-869.1502,29,707.741254
1995.208405,109,708.007183
1654.93592,51,708.162398
2877.707602,128,708.476587
-184.760381,62,708.630511
3154.740759,158,709.022925
2400.853714,99,709.289109
2606.434038,96,709.529082
-345.273241,44,709.641505
-504.221105,33,709.727005
1272.854856,42,709.835107
-522.934197,40,709.941556
-331.191044,54,710.069807
-255.434045,49,710.191834
3288.865388,156,710.611374
332.451749,69,710.814129
-141.517727,56,710.953447
1313.485377,75,711.13835
1251.953167,56,711.277286
2146.014621,100,711.533153
1846.213101,139,711.878324
-550.901712,47,711.997116
1151.79077,77,712.177765
1066.201171,46,712.297152
1147.514627,51,712.434914
3552.841654,175,715.661445
1893.469405,107,716.033277
-251.289421,48,716.150342
1416.218436,48,716.273126
2148.0023,98,716.506546
2291.140611,100,717.638242
2291.07149,106,717.918489
1902.8808,104,718.175589
3037.261914,115,718.465143
1198.437391,42,718.571933
3344.386992,162,718.991618
2521.235786,122,719.298366
2277.749811,104,719.55367
-181.492216,66,719.716683
3561.591848,158,720.125094
-392.475786,40,720.239702
2456.554231,115,720.525773
1963.122038,121,720.84841
2440.5462,113,721.130208
1846.298141,90,721.358293
2465.291396,168,723.828163
1724.212587,77,724.028684
1208.524421,37,724.128036
2443.460378,103,724.375112
1420.658387,70,724.564388
3179.752639,139,724.926368
1738.539424,93,725.177012
1839.430739,87,725.408103
2379.40356,105,725.664724
1660.413979,75,725.874419
-612.331148,34,725.986263
3082.16448,123,727.937269
1379.544952,47,728.097809
1436.718624,53,728.316675
2846.762884,134,728.796173
2298.745161,102,729.18163
1306.666326,83,729.425706
2701.769156,138,729.764705
2306.644005,84,729.976307
-480.116532,39,730.080131
1376.632942,67,730.242308
601.098373,113,730.534684
2493.762951,173,730.974995
2111.637533,94,733.251674
2113.403913,79,733.466607
2698.177471,134,733.798917
1696.391958,125,734.109695
1345.967218,47,734.228389
2944.807511,139,734.604299
2962.693791,122,734.904715
2428.429767,142,735.258759
1868.814847,66,735.425582
3577.371668,141,735.788839
1532.636461,49,735.915432
2533.155994,118,736.210393
801.406822,48,736.324114
3091.934577,132,737.734471
-992.910436,38,737.821727
1721.224319,80,738.025239
3697.181652,172,738.440068
943.822562,94,738.693568
3270.276183,135,739.032412
1797.514714,104,739.324483
3031.765806,124,742.548821
1947.349894,99,742.793648
1899.695402,69,742.965153
1300.402729,73,743.174895
2120.004632,86,743.388423
2980.985276,137,743.7241
-111.320935,71,743.892902
3676.520557,185,744.36396
1529.930353,50,744.48985
2472.393155,106,744.747139
2424.007188,100,744.99539
1707.805083,59,745.176416
-740.573276,28,745.243502
624.343554,51,745.364588
2127.391846,92,745.598437
229.31316,73,745.77942
1745.180765,95,746.011373
1316.330873,80,746.231635
1547.278395,52,746.365628
1726.794391,75,746.5421
2697.193518,121,746.843071
2106.498365,85,748.367491
1781.278925,63,748.526295
2101.616069,69,748.704344
3123.58807,128,750.99593
4034.026764,161,751.403399
1669.267667,61,751.567874
2298.5729,110,751.840229
-239.628399,59,751.985689
3043.965083,171,752.446379
2780.291715,142,752.952379
1253.048842,109,753.324299
2687.110136,116,753.735879
3388.841804,136,754.190965
2763.145844,142,754.674993
1563.023594,64,754.921117
1604.020773,73,755.188601
-614.451779,35,755.317845
-634.979146,34,755.459366
2464.667829,140,755.96519
3226.436003,141,756.321768
1910.832305,100,756.555687
-490.094955,34,756.6492
1540.942939,79,756.850874
1002.949056,126,759.191624
2953.81038,127,759.504764
2008.511048,72,760.523624
1252.932356,67,760.69365
-547.180342,91,760.930025
1451.404539,50,761.050448
-555.825612,43,761.153167
2701.880385,155,761.549915
286.175314,69,761.724964
1459.506941,59,761.863438
2925.76275,136,762.233391
2482.402712,109,762.499622
1786.125061,83,762.69924
1221.747234,79,762.894667
1539.460486,98,763.154163
1557.489229,78,763.347987
2248.614022,89,763.570997
3650.992216,207,764.087868
3787.70277,155,764.4761
1193.798538,71,764.642792
2022.387909,93,764.870409
3150.248568,167,767.795026
1970.850342,78,768.063092
358.475171,83,768.396704
-751.002678,30,768.510053
2256.651754,107,768.922684
1562.260315,72,769.202673
1648.362642,69,769.380794
1334.436109,54,769.529887
1197.101792,77,770.812832
2675.675587,136,771.151088
1382.630977,69,771.318429
-291.339816,54,771.455523
1455.380353,68,771.637972
2830.877448,142,771.993131
1316.859536,50,772.115319
2307.942038,91,772.345838
3329.081704,169,772.820975
1603.470463,65,772.986083
2972.559269,136,773.320751
2867.91066,112,773.599384
3124.014698,130,773.93474
1484.720784,85,774.139315
1630.52388,61,776.278892
3029.293597,106,776.531154
-695.359741,28,776.61162
1214.334152,67,776.783969
1638.606085,96,777.019986
2320.123811,131,777.342159
-150.679746,58,777.491537
-1090.25929,41,777.592518
-544.578581,48,777.720577
2630.432884,131,778.059499
-540.758156,36,778.14633
1489.170997,60,778.292569
2508.122765,119,778.583763
486.515147,84,778.786504
1097.731587,39,778.896996
1826.408339,94,780.222904
1611.699565,70,780.460013
-764.05794,28,780.546999
1855.78678,73,780.789923
1574.405316,97,781.13481
1191.07359,104,781.529093
1442.179274,84,781.829477
2756.172915,109,782.288487
1389.237241,42,782.442498
1821.545646,110,782.738426
2319.594824,114,783.026549
2237.118455,79,785.232824
-111.61749,49,785.379646
2533.22277,138,785.716372
1729.715257,70,785.90563
356.860037,81,786.116722
-243.86297,51,786.238859
1540.860298,59,786.410236
648.550107,111,786.690046
2716.918127,118,786.987382
1378.541416,112,787.268195
3398.497277,151,787.653661
-117.365294,58,787.806683
-221.679388,55,787.937362
1556.431281,64,788.100868
1530.277293,98,788.340739
2896.176332,111,788.633987
2818.09352,111,788.906402
-682.421715,28,788.975096
1517.802468,53,789.103099
710.590657,106,790.592476
3568.28159,249,791.208846
2496.838292,105,791.472449
1390.695801,61,794.024936
1329.09329,50,794.20578
3193.515662,133,794.697376
1801.671555,58,794.913852
2785.691792,102,795.296761
2371.770273,94,795.662946
103.661877,74,795.854103
1213.23241,64,796.034433
2268.34847,93,796.266934
-594.328837,44,796.37883
2302.405171,95,796.614654
2219.140118,83,796.840878
-144.671913,63,797.010784
3408.079998,162,797.412907
2390.696446,105,797.664102
1962.393773,75,797.877426
3113.359877,132,798.21235
2720.729379,154,798.596
3055.387116,171,799.03458
3228.323951,149,799.411123
1919.053566,79,799.611186
3120.708736,179,803.272802
1591.825183,64,803.434731
2452.751636,98,803.676403
1740.620356,66,803.874447
3438.517861,140,804.235707
1197.268309,35,804.320499
1918.932069,99,804.562956
3250.803477,147,804.927333
1870.26401,124,805.251082
2007.409359,78,805.444655
2888.500664,132,805.87077
2060.62042,85,806.166297
2338.310892,96,806.527664
2631.304424,116,806.90664
1417.633782,42,807.047979
3461.484969,167,807.652714
-374.417908,37,807.771344
1482.901702,49,807.950049
2330.512245,114,808.405648
1402.294981,64,808.660209
1226.747357,45,808.837821
1879.922963,62,809.044895
1671.188761,118,811.388492
2709.429471,112,811.67892
-476.99363,40,811.789242
1528.495992,121,812.082201
2539.761616,132,813.871038
692.618596,41,813.97477
174.974857,101,814.222044
617.119877,55,814.352225
-593.556413,41,814.456797
2269.658133,80,814.670109
2906.41521,132,814.996182
102.532053,67,815.153216
1867.969061,91,815.377879
3620.498514,161,815.78776
3197.259117,131,816.116419
2349.605311,116,816.396435
1469.958204,78,816.581403
1224.809398,71,816.773721
1914.378856,94,817.01914
3060.703596,133,817.362927
1252.431834,50,817.484318
1885.731494,64,817.649799
2880.85231,139,820.344023
-85.514328,68,820.563681
3127.415634,154,821.109668
1349.524713,57,821.31684
2326.357688,108,821.732474
-746.70288,23,821.84308
2003.048487,95,822.169405
